,interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,evidence,annotation,interaction_name_2
FGF23_FGFR3,FGF23_FGFR3,FGF,fgf23,fgfr3,,,"FGF activation receptor 3",,"PMC: 4393358","Secreted Signaling","fgf23 - fgfr3"
PDGFA_PDGFRA_1,PDGFA_PDGFRA_1,PDGF,pdgfab,pdgfra,,"PDGF antagonist",,,"PMID: 15207812","Secreted Signaling","pdgfab - pdgfra"
PDGFA_PDGFRA_2,PDGFA_PDGFRA_2,PDGF,pdgfaa,pdgfra,,"PDGF antagonist",,,"PMID: 15207812","Secreted Signaling","pdgfaa - pdgfra"
PDGFA_PDGFRB_1,PDGFA_PDGFRB_1,PDGF,pdgfab,pdgfrb,,"PDGF antagonist",,,"PMID: 15207812","Secreted Signaling","pdgfab - pdgfrb"
PDGFA_PDGFRB_2,PDGFA_PDGFRB_2,PDGF,pdgfaa,pdgfrb,,"PDGF antagonist",,,"PMID: 15207812","Secreted Signaling","pdgfaa - pdgfrb"
PDGFB_PDGFRA_1,PDGFB_PDGFRA_1,PDGF,pdgfbb,pdgfra,,"PDGF antagonist",,,"PMID: 15207812","Secreted Signaling","pdgfbb - pdgfra"
PDGFB_PDGFRA_2,PDGFB_PDGFRA_2,PDGF,pdgfba,pdgfra,,"PDGF antagonist",,,"PMID: 15207812","Secreted Signaling","pdgfba - pdgfra"
PDGFB_PDGFRB_1,PDGFB_PDGFRB_1,PDGF,pdgfbb,pdgfrb,,"PDGF antagonist",,,"PMID: 15207812","Secreted Signaling","pdgfbb - pdgfrb"
PDGFB_PDGFRB_2,PDGFB_PDGFRB_2,PDGF,pdgfba,pdgfrb,,"PDGF antagonist",,,"PMID: 15207812","Secreted Signaling","pdgfba - pdgfrb"
PDGFC_PDGFRA,PDGFC_PDGFRA,PDGF,pdgfc,pdgfra,,"PDGF antagonist",,,"PMID: 15207812","Secreted Signaling","pdgfc - pdgfra"
PDGFD_PDGFRB,PDGFD_PDGFRB,PDGF,pdgfd,pdgfrb,,"PDGF antagonist",,,"PMID: 15207812","Secreted Signaling","pdgfd - pdgfrb"
VEGFA_VEGFR1_1,VEGFA_VEGFR1_1,VEGF,vegfaa,flt1,,,,,"KEGG: mmu04370; PMID: 16633338","Secreted Signaling","vegfaa - flt1"
VEGFA_VEGFR1_2,VEGFA_VEGFR1_2,VEGF,vegfab,flt1,,,,,"KEGG: mmu04370; PMID: 16633338","Secreted Signaling","vegfab - flt1"
VEGFA_VEGFR2_1,VEGFA_VEGFR2_1,VEGF,vegfaa,kdr,,,"VEGF activation receptor",,"KEGG: mmu04370; PMID: 16633338","Secreted Signaling","vegfaa - kdr"
VEGFA_VEGFR2_2,VEGFA_VEGFR2_2,VEGF,vegfab,kdr,,,"VEGF activation receptor",,"KEGG: mmu04370; PMID: 16633338","Secreted Signaling","vegfab - kdr"
VEGFB_VEGFR1_1,VEGFB_VEGFR1_1,VEGF,vegfbb,flt1,,,,,"KEGG: mmu04370; PMID: 16633338","Secreted Signaling","vegfbb - flt1"
VEGFB_VEGFR1_2,VEGFB_VEGFR1_2,VEGF,vegfba,flt1,,,,,"KEGG: mmu04370; PMID: 16633338","Secreted Signaling","vegfba - flt1"
VEGFC_VEGFR3,VEGFC_VEGFR3,VEGF,vegfc,flt4,,,,,"KEGG: mmu04370; PMID: 16633338","Secreted Signaling","vegfc - flt4"
VEGFC_VEGFR2,VEGFC_VEGFR2,VEGF,vegfc,kdr,,,"VEGF activation receptor",,"KEGG: mmu04370; PMID: 16633338","Secreted Signaling","vegfc - kdr"
VEGFD_VEGFR3,VEGFD_VEGFR3,VEGF,vegfd,flt4,,,,,"KEGG: mmu04370; PMID: 16633338","Secreted Signaling","vegfd - flt4"
VEGFD_VEGFR2,VEGFD_VEGFR2,VEGF,vegfd,kdr,,,"VEGF activation receptor",,"KEGG: mmu04370; PMID: 16633338","Secreted Signaling","vegfd - kdr"
PGF_VEGFR1,PGF_VEGFR1,VEGF,pgfb,flt1,,,,,"KEGG: mmu04370; PMID: 16633338","Secreted Signaling","pgfb - flt1"
IGF1_IGF1R_1,IGF1_IGF1R_1,IGF,igf1,igf1ra,,"IGF antagonist",,,"PMID: 14604834","Secreted Signaling","igf1 - igf1ra"
IGF1_IGF1R_2,IGF1_IGF1R_2,IGF,igf1,igf1rb,,"IGF antagonist",,,"PMID: 14604834","Secreted Signaling","igf1 - igf1rb"
IGF2_IGF1R_3,IGF2_IGF1R_3,IGF,igf2b,igf1ra,,"IGF antagonist",,,"PMID: 14604834","Secreted Signaling","igf2b - igf1ra"
IGF2_IGF1R_4,IGF2_IGF1R_4,IGF,igf2b,igf1rb,,"IGF antagonist",,,"PMID: 14604834","Secreted Signaling","igf2b - igf1rb"
IGF2_IGF1R_5,IGF2_IGF1R_5,IGF,igf2a,igf1ra,,"IGF antagonist",,,"PMID: 14604834","Secreted Signaling","igf2a - igf1ra"
IGF2_IGF1R_6,IGF2_IGF1R_6,IGF,igf2a,igf1rb,,"IGF antagonist",,,"PMID: 14604834","Secreted Signaling","igf2a - igf1rb"
IGF2_IGF2R_1,IGF2_IGF2R_1,IGF,igf2b,igf2r,,"IGF antagonist",,,"PMID: 14604834","Secreted Signaling","igf2b - igf2r"
IGF2_IGF2R_2,IGF2_IGF2R_2,IGF,igf2a,igf2r,,"IGF antagonist",,,"PMID: 14604834","Secreted Signaling","igf2a - igf2r"
INS1_INSSR_1,INS1_INSSR_1,INSULIN,ins,insrb,"INSULIN agonist",,,"INSULIN inhibition receptor","KEGG: mmu04910; PMID: 24633815","Secreted Signaling","ins - insrb"
INS1_INSSR_2,INS1_INSSR_2,INSULIN,ins,insra,"INSULIN agonist",,,"INSULIN inhibition receptor","KEGG: mmu04910; PMID: 24633815","Secreted Signaling","ins - insra"
INS1_INSSR_3,INS1_INSSR_3,INSULIN,insb,insrb,"INSULIN agonist",,,"INSULIN inhibition receptor","KEGG: mmu04910; PMID: 24633815","Secreted Signaling","insb - insrb"
INS1_INSSR_4,INS1_INSSR_4,INSULIN,insb,insra,"INSULIN agonist",,,"INSULIN inhibition receptor","KEGG: mmu04910; PMID: 24633815","Secreted Signaling","insb - insra"
INS2_INSSR_1,INS2_INSSR_1,INSULIN,ins,insrb,"INSULIN agonist",,,"INSULIN inhibition receptor","KEGG: mmu04911; PMID: 24633815","Secreted Signaling","ins - insrb"
INS2_INSSR_2,INS2_INSSR_2,INSULIN,ins,insra,"INSULIN agonist",,,"INSULIN inhibition receptor","KEGG: mmu04911; PMID: 24633815","Secreted Signaling","ins - insra"
INS2_INSSR_3,INS2_INSSR_3,INSULIN,insb,insrb,"INSULIN agonist",,,"INSULIN inhibition receptor","KEGG: mmu04911; PMID: 24633815","Secreted Signaling","insb - insrb"
INS2_INSSR_4,INS2_INSSR_4,INSULIN,insb,insra,"INSULIN agonist",,,"INSULIN inhibition receptor","KEGG: mmu04911; PMID: 24633815","Secreted Signaling","insb - insra"
APLN_APLNR,APLN_APLNR,APELIN,apln,aplnr2,,,,,"KEGG: mmu04371","Secreted Signaling","apln - aplnr2"
CCL28_CCR10_1,CCL28_CCR10_1,CCL,ccl27a,ccr10,,,,,"KEGG: mmu04060","Secreted Signaling","ccl27a - ccr10"
CCL28_CCR10_2,CCL28_CCR10_2,CCL,ccl27b,ccr10,,,,,"KEGG: mmu04060","Secreted Signaling","ccl27b - ccr10"
CCL27A_CCR10_1,CCL27A_CCR10_1,CCL,ccl27a,ccr10,,,,,"KEGG: mmu04060","Secreted Signaling","ccl27a - ccr10"
CCL27A_CCR10_2,CCL27A_CCR10_2,CCL,ccl27b,ccr10,,,,,"KEGG: mmu04060","Secreted Signaling","ccl27b - ccr10"
CCL27B_CCR10_1,CCL27B_CCR10_1,CCL,ccl27a,ccr10,,,,,"KEGG: mmu04060","Secreted Signaling","ccl27a - ccr10"
CCL27B_CCR10_2,CCL27B_CCR10_2,CCL,ccl27b,ccr10,,,,,"KEGG: mmu04060","Secreted Signaling","ccl27b - ccr10"
CCL8_ACKR4_1,CCL8_ACKR4_1,CCL,ccl38.1,ackr4b,,,,,"KEGG: mmu04060","Secreted Signaling","ccl38.1 - ackr4b"
CCL8_ACKR4_2,CCL8_ACKR4_2,CCL,ccl38.1,ackr4a,,,,,"KEGG: mmu04060","Secreted Signaling","ccl38.1 - ackr4a"
CCL8_ACKR4_3,CCL8_ACKR4_3,CCL,ccl38.6,ackr4b,,,,,"KEGG: mmu04060","Secreted Signaling","ccl38.6 - ackr4b"
CCL8_ACKR4_4,CCL8_ACKR4_4,CCL,ccl38.6,ackr4a,,,,,"KEGG: mmu04060","Secreted Signaling","ccl38.6 - ackr4a"
CCL8_ACKR4_5,CCL8_ACKR4_5,CCL,ccl38a.5,ackr4b,,,,,"KEGG: mmu04060","Secreted Signaling","ccl38a.5 - ackr4b"
CCL8_ACKR4_6,CCL8_ACKR4_6,CCL,ccl38a.5,ackr4a,,,,,"KEGG: mmu04060","Secreted Signaling","ccl38a.5 - ackr4a"
CCL8_ACKR4_7,CCL8_ACKR4_7,CCL,ccl38a.4,ackr4b,,,,,"KEGG: mmu04060","Secreted Signaling","ccl38a.4 - ackr4b"
CCL8_ACKR4_8,CCL8_ACKR4_8,CCL,ccl38a.4,ackr4a,,,,,"KEGG: mmu04060","Secreted Signaling","ccl38a.4 - ackr4a"
PPBP_CXCR2_1_1,PPBP_CXCR2_1_1,CXCL,cxcl18b,cxcr2,,,,,"KEGG: mmu04060","Secreted Signaling","cxcl18b - cxcr2"
PPBP_CXCR2_2_2,PPBP_CXCR2_2_2,CXCL,cxcl20,cxcr2,,,,,"KEGG: mmu04060","Secreted Signaling","cxcl20 - cxcr2"
CXCL9_CXCR3_1,CXCL9_CXCR3_1,CXCL,cxcl11.8,cxcr3.3,,,,,"KEGG: mmu04060","Secreted Signaling","cxcl11.8 - cxcr3.3"
CXCL9_CXCR3_2,CXCL9_CXCR3_2,CXCL,cxcl11.8,cxcr3.1,,,,,"KEGG: mmu04060","Secreted Signaling","cxcl11.8 - cxcr3.1"
CXCL9_CXCR3_3,CXCL9_CXCR3_3,CXCL,cxcl11.6,cxcr3.3,,,,,"KEGG: mmu04060","Secreted Signaling","cxcl11.6 - cxcr3.3"
CXCL9_CXCR3_4,CXCL9_CXCR3_4,CXCL,cxcl11.6,cxcr3.1,,,,,"KEGG: mmu04060","Secreted Signaling","cxcl11.6 - cxcr3.1"
CXCL9_CXCR3_5,CXCL9_CXCR3_5,CXCL,cxcl11.7,cxcr3.3,,,,,"KEGG: mmu04060","Secreted Signaling","cxcl11.7 - cxcr3.3"
CXCL9_CXCR3_6,CXCL9_CXCR3_6,CXCL,cxcl11.7,cxcr3.1,,,,,"KEGG: mmu04060","Secreted Signaling","cxcl11.7 - cxcr3.1"
CXCL9_CXCR3_7,CXCL9_CXCR3_7,CXCL,cxcl11.5,cxcr3.3,,,,,"KEGG: mmu04060","Secreted Signaling","cxcl11.5 - cxcr3.3"
CXCL9_CXCR3_8,CXCL9_CXCR3_8,CXCL,cxcl11.5,cxcr3.1,,,,,"KEGG: mmu04060","Secreted Signaling","cxcl11.5 - cxcr3.1"
CXCL12_CXCR4_1,CXCL12_CXCR4_1,CXCL,cxcl12b,cxcr4a,,,,,"KEGG: mmu04060","Secreted Signaling","cxcl12b - cxcr4a"
CXCL12_CXCR4_2,CXCL12_CXCR4_2,CXCL,cxcl12b,cxcr4b,,,,,"KEGG: mmu04060","Secreted Signaling","cxcl12b - cxcr4b"
CXCL12_CXCR4_3,CXCL12_CXCR4_3,CXCL,cxcl12a,cxcr4a,,,,,"KEGG: mmu04060","Secreted Signaling","cxcl12a - cxcr4a"
CXCL12_CXCR4_4,CXCL12_CXCR4_4,CXCL,cxcl12a,cxcr4b,,,,,"KEGG: mmu04060","Secreted Signaling","cxcl12a - cxcr4b"
CXCL12_ACKR3_1,CXCL12_ACKR3_1,CXCL,cxcl12b,ackr3b,,,,,"KEGG: mmu04060","Secreted Signaling","cxcl12b - ackr3b"
CXCL12_ACKR3_2,CXCL12_ACKR3_2,CXCL,cxcl12b,ackr3a,,,,,"KEGG: mmu04060","Secreted Signaling","cxcl12b - ackr3a"
CXCL12_ACKR3_3,CXCL12_ACKR3_3,CXCL,cxcl12a,ackr3b,,,,,"KEGG: mmu04060","Secreted Signaling","cxcl12a - ackr3b"
CXCL12_ACKR3_4,CXCL12_ACKR3_4,CXCL,cxcl12a,ackr3a,,,,,"KEGG: mmu04060","Secreted Signaling","cxcl12a - ackr3a"
MIF_ACKR3_1,MIF_ACKR3_1,MIF,mif,ackr3b,,,,,"PMID: 26175090","Secreted Signaling","mif - ackr3b"
MIF_ACKR3_2,MIF_ACKR3_2,MIF,mif,ackr3a,,,,,"PMID: 26175090","Secreted Signaling","mif - ackr3a"
CX3CL1_CX3CR1_1,CX3CL1_CX3CR1_1,CX3C,ccl38.1,ccr11.1,,,,,"KEGG: mmu04060","Secreted Signaling","ccl38.1 - ccr11.1"
CX3CL1_CX3CR1_2,CX3CL1_CX3CR1_2,CX3C,ccl38.1,ccr2,,,,,"KEGG: mmu04060","Secreted Signaling","ccl38.1 - ccr2"
CX3CL1_CX3CR1_3,CX3CL1_CX3CR1_3,CX3C,ccl38.6,ccr11.1,,,,,"KEGG: mmu04060","Secreted Signaling","ccl38.6 - ccr11.1"
CX3CL1_CX3CR1_4,CX3CL1_CX3CR1_4,CX3C,ccl38.6,ccr2,,,,,"KEGG: mmu04060","Secreted Signaling","ccl38.6 - ccr2"
CX3CL1_CX3CR1_5,CX3CL1_CX3CR1_5,CX3C,ccl38a.5,ccr11.1,,,,,"KEGG: mmu04060","Secreted Signaling","ccl38a.5 - ccr11.1"
CX3CL1_CX3CR1_6,CX3CL1_CX3CR1_6,CX3C,ccl38a.5,ccr2,,,,,"KEGG: mmu04060","Secreted Signaling","ccl38a.5 - ccr2"
CX3CL1_CX3CR1_7,CX3CL1_CX3CR1_7,CX3C,ccl38a.4,ccr11.1,,,,,"KEGG: mmu04060","Secreted Signaling","ccl38a.4 - ccr11.1"
CX3CL1_CX3CR1_8,CX3CL1_CX3CR1_8,CX3C,ccl38a.4,ccr2,,,,,"KEGG: mmu04060","Secreted Signaling","ccl38a.4 - ccr2"
CSF1_CSF1R_1,CSF1_CSF1R_1,CSF,csf1b,si:zfos-1069f5.1,,,,,"KEGG: mmu04060","Secreted Signaling","csf1b - si:zfos-1069f5.1"
CSF1_CSF1R_2,CSF1_CSF1R_2,CSF,csf1b,csf1ra,,,,,"KEGG: mmu04060","Secreted Signaling","csf1b - csf1ra"
CSF1_CSF1R_3,CSF1_CSF1R_3,CSF,csf1b,csf1rb,,,,,"KEGG: mmu04060","Secreted Signaling","csf1b - csf1rb"
CSF1_CSF1R_4,CSF1_CSF1R_4,CSF,csf1a,si:zfos-1069f5.1,,,,,"KEGG: mmu04060","Secreted Signaling","csf1a - si:zfos-1069f5.1"
CSF1_CSF1R_5,CSF1_CSF1R_5,CSF,csf1a,csf1ra,,,,,"KEGG: mmu04060","Secreted Signaling","csf1a - csf1ra"
CSF1_CSF1R_6,CSF1_CSF1R_6,CSF,csf1a,csf1rb,,,,,"KEGG: mmu04060","Secreted Signaling","csf1a - csf1rb"
IL16_CD4_1,IL16_CD4_1,IL16,il16,cd4-1,,,,,"KEGG: mmu04060","Secreted Signaling","il16 - cd4-1"
IL16_CD4_2,IL16_CD4_2,IL16,il16,dicp3.3,,,,,"KEGG: mmu04060","Secreted Signaling","il16 - dicp3.3"
IL16_CD4_3,IL16_CD4_3,IL16,il16,dicp2.1,,,,,"KEGG: mmu04060","Secreted Signaling","il16 - dicp2.1"
IL16_CD4_4,IL16_CD4_4,IL16,il16,dicp2.2,,,,,"KEGG: mmu04060","Secreted Signaling","il16 - dicp2.2"
IL16_CD4_5,IL16_CD4_5,IL16,il16,si:ch73-322b17.4,,,,,"KEGG: mmu04060","Secreted Signaling","il16 - si:ch73-322b17.4"
IL16_CD4_6,IL16_CD4_6,IL16,il16,si:ch73-34h11.1,,,,,"KEGG: mmu04060","Secreted Signaling","il16 - si:ch73-34h11.1"
IL16_CD4_7,IL16_CD4_7,IL16,il16,dicp3.1,,,,,"KEGG: mmu04060","Secreted Signaling","il16 - dicp3.1"
IL16_CD4_8,IL16_CD4_8,IL16,il16,zmp:0000000608,,,,,"KEGG: mmu04060","Secreted Signaling","il16 - zmp:0000000608"
IL16_CD4_9,IL16_CD4_9,IL16,il16,dicp1.3-4,,,,,"KEGG: mmu04060","Secreted Signaling","il16 - dicp1.3-4"
IL16_CD4_10,IL16_CD4_10,IL16,il16,dicp1.16,,,,,"KEGG: mmu04060","Secreted Signaling","il16 - dicp1.16"
EPO_EPOR_1,EPO_EPOR_1,EPO,epoa,il4r.1,,,,,"KEGG: mmu04060","Secreted Signaling","epoa - il4r.1"
EPO_EPOR_2,EPO_EPOR_2,EPO,epoa,epor,,,,,"KEGG: mmu04060","Secreted Signaling","epoa - epor"
EPO_EPOR_3,EPO_EPOR_3,EPO,epoa,il4r.2,,,,,"KEGG: mmu04060","Secreted Signaling","epoa - il4r.2"
EPO_EPOR_4,EPO_EPOR_4,EPO,epob,il4r.1,,,,,"KEGG: mmu04060","Secreted Signaling","epob - il4r.1"
EPO_EPOR_5,EPO_EPOR_5,EPO,epob,epor,,,,,"KEGG: mmu04060","Secreted Signaling","epob - epor"
EPO_EPOR_6,EPO_EPOR_6,EPO,epob,il4r.2,,,,,"KEGG: mmu04060","Secreted Signaling","epob - il4r.2"
GH1_GHR_1,GH1_GHR_1,GH,gh1,ghrb,,,,,"KEGG: mmu04060","Secreted Signaling","gh1 - ghrb"
GH1_GHR_2,GH1_GHR_2,GH,gh1,ghra,,,,,"KEGG: mmu04060","Secreted Signaling","gh1 - ghra"
GH1_GHR_3,GH1_GHR_3,GH,gh1,il11ra,,,,,"KEGG: mmu04060","Secreted Signaling","gh1 - il11ra"
GH1_GHR_4,GH1_GHR_4,GH,gh1,il6r,,,,,"KEGG: mmu04060","Secreted Signaling","gh1 - il6r"
PRL_PRLR_1,PRL_PRLR_1,PRL,prl,prlra,,,,,"KEGG: mmu04060; PMID: 23192981","Secreted Signaling","prl - prlra"
PRL_PRLR_2,PRL_PRLR_2,PRL,prl,prlrb,,,,,"KEGG: mmu04060; PMID: 23192981","Secreted Signaling","prl - prlrb"
THPO_MPL,THPO_MPL,THPO,thpo,mpl,,,,,"KEGG: mmu04060","Secreted Signaling","thpo - mpl"
CSF3_CSF3R_1,CSF3_CSF3R_1,CSF3,csf3b,csf3r,,,,,"KEGG: mmu04060","Secreted Signaling","csf3b - csf3r"
CSF3_CSF3R_2,CSF3_CSF3R_2,CSF3,csf3a,csf3r,,,,,"KEGG: mmu04060","Secreted Signaling","csf3a - csf3r"
TNF_TNFRSF1A_1,TNF_TNFRSF1A_1,TNF,tnfb,si:ch211-112c15.8,,,,,"KEGG: mmu04060","Secreted Signaling","tnfb - si:ch211-112c15.8"
TNF_TNFRSF1A_2,TNF_TNFRSF1A_2,TNF,tnfa,si:ch211-112c15.8,,,,,"KEGG: mmu04060","Secreted Signaling","tnfa - si:ch211-112c15.8"
TNF_TNFRSF1B_1,TNF_TNFRSF1B_1,TNF,tnfb,cd40,,,,,"KEGG: mmu04060","Secreted Signaling","tnfb - cd40"
TNF_TNFRSF1B_2,TNF_TNFRSF1B_2,TNF,tnfb,tnfrsf11a,,,,,"KEGG: mmu04060","Secreted Signaling","tnfb - tnfrsf11a"
TNF_TNFRSF1B_3,TNF_TNFRSF1B_3,TNF,tnfb,tnfrsf1b,,,,,"KEGG: mmu04060","Secreted Signaling","tnfb - tnfrsf1b"
TNF_TNFRSF1B_4,TNF_TNFRSF1B_4,TNF,tnfa,cd40,,,,,"KEGG: mmu04060","Secreted Signaling","tnfa - cd40"
TNF_TNFRSF1B_5,TNF_TNFRSF1B_5,TNF,tnfa,tnfrsf11a,,,,,"KEGG: mmu04060","Secreted Signaling","tnfa - tnfrsf11a"
TNF_TNFRSF1B_6,TNF_TNFRSF1B_6,TNF,tnfa,tnfrsf1b,,,,,"KEGG: mmu04060","Secreted Signaling","tnfa - tnfrsf1b"
LTA_TNFRSF1A_1,LTA_TNFRSF1A_1,LT,tnfb,si:ch211-112c15.8,,,,,"KEGG: mmu04060","Secreted Signaling","tnfb - si:ch211-112c15.8"
LTA_TNFRSF1A_2,LTA_TNFRSF1A_2,LT,tnfa,si:ch211-112c15.8,,,,,"KEGG: mmu04060","Secreted Signaling","tnfa - si:ch211-112c15.8"
LTA_TNFRSF1B_1,LTA_TNFRSF1B_1,LT,tnfb,cd40,,,,,"KEGG: mmu04060","Secreted Signaling","tnfb - cd40"
LTA_TNFRSF1B_2,LTA_TNFRSF1B_2,LT,tnfb,tnfrsf11a,,,,,"KEGG: mmu04060","Secreted Signaling","tnfb - tnfrsf11a"
LTA_TNFRSF1B_3,LTA_TNFRSF1B_3,LT,tnfb,tnfrsf1b,,,,,"KEGG: mmu04060","Secreted Signaling","tnfb - tnfrsf1b"
LTA_TNFRSF1B_4,LTA_TNFRSF1B_4,LT,tnfa,cd40,,,,,"KEGG: mmu04060","Secreted Signaling","tnfa - cd40"
LTA_TNFRSF1B_5,LTA_TNFRSF1B_5,LT,tnfa,tnfrsf11a,,,,,"KEGG: mmu04060","Secreted Signaling","tnfa - tnfrsf11a"
LTA_TNFRSF1B_6,LTA_TNFRSF1B_6,LT,tnfa,tnfrsf1b,,,,,"KEGG: mmu04060","Secreted Signaling","tnfa - tnfrsf1b"
LTA_TNFRSF14_1,LTA_TNFRSF14_1,LT,tnfb,cd40,,,,,"KEGG: mmu04060","Secreted Signaling","tnfb - cd40"
LTA_TNFRSF14_2,LTA_TNFRSF14_2,LT,tnfb,tnfrsfa,,,,,"KEGG: mmu04060","Secreted Signaling","tnfb - tnfrsfa"
LTA_TNFRSF14_3,LTA_TNFRSF14_3,LT,tnfb,nradd,,,,,"KEGG: mmu04060","Secreted Signaling","tnfb - nradd"
LTA_TNFRSF14_4,LTA_TNFRSF14_4,LT,tnfb,tnfrsf11a,,,,,"KEGG: mmu04060","Secreted Signaling","tnfb - tnfrsf11a"
LTA_TNFRSF14_5,LTA_TNFRSF14_5,LT,tnfb,hdr,,,,,"KEGG: mmu04060","Secreted Signaling","tnfb - hdr"
LTA_TNFRSF14_6,LTA_TNFRSF14_6,LT,tnfb,tnfrsf1b,,,,,"KEGG: mmu04060","Secreted Signaling","tnfb - tnfrsf1b"
LTA_TNFRSF14_7,LTA_TNFRSF14_7,LT,tnfa,cd40,,,,,"KEGG: mmu04060","Secreted Signaling","tnfa - cd40"
LTA_TNFRSF14_8,LTA_TNFRSF14_8,LT,tnfa,tnfrsfa,,,,,"KEGG: mmu04060","Secreted Signaling","tnfa - tnfrsfa"
LTA_TNFRSF14_9,LTA_TNFRSF14_9,LT,tnfa,nradd,,,,,"KEGG: mmu04060","Secreted Signaling","tnfa - nradd"
LTA_TNFRSF14_10,LTA_TNFRSF14_10,LT,tnfa,tnfrsf11a,,,,,"KEGG: mmu04060","Secreted Signaling","tnfa - tnfrsf11a"
LTA_TNFRSF14_11,LTA_TNFRSF14_11,LT,tnfa,hdr,,,,,"KEGG: mmu04060","Secreted Signaling","tnfa - hdr"
LTA_TNFRSF14_12,LTA_TNFRSF14_12,LT,tnfa,tnfrsf1b,,,,,"KEGG: mmu04060","Secreted Signaling","tnfa - tnfrsf1b"
TNFSF14_LTBR_1,TNFSF14_LTBR_1,LIGHT,tnfsf14,cd40,,,,,"KEGG: mmu04060","Secreted Signaling","tnfsf14 - cd40"
TNFSF14_LTBR_2,TNFSF14_LTBR_2,LIGHT,tnfsf14,tnfrsfa,,,,,"KEGG: mmu04060","Secreted Signaling","tnfsf14 - tnfrsfa"
TNFSF14_LTBR_3,TNFSF14_LTBR_3,LIGHT,tnfsf14,nradd,,,,,"KEGG: mmu04060","Secreted Signaling","tnfsf14 - nradd"
TNFSF14_LTBR_4,TNFSF14_LTBR_4,LIGHT,tnfsf14,tnfrsf11a,,,,,"KEGG: mmu04060","Secreted Signaling","tnfsf14 - tnfrsf11a"
TNFSF14_LTBR_5,TNFSF14_LTBR_5,LIGHT,tnfsf14,hdr,,,,,"KEGG: mmu04060","Secreted Signaling","tnfsf14 - hdr"
TNFSF14_LTBR_6,TNFSF14_LTBR_6,LIGHT,tnfsf14,tnfrsf1b,,,,,"KEGG: mmu04060","Secreted Signaling","tnfsf14 - tnfrsf1b"
TNFSF14_TNFRSF14_1,TNFSF14_TNFRSF14_1,LIGHT,tnfsf14,cd40,,,,,"KEGG: mmu04060","Secreted Signaling","tnfsf14 - cd40"
TNFSF14_TNFRSF14_2,TNFSF14_TNFRSF14_2,LIGHT,tnfsf14,tnfrsfa,,,,,"KEGG: mmu04060","Secreted Signaling","tnfsf14 - tnfrsfa"
TNFSF14_TNFRSF14_3,TNFSF14_TNFRSF14_3,LIGHT,tnfsf14,nradd,,,,,"KEGG: mmu04060","Secreted Signaling","tnfsf14 - nradd"
TNFSF14_TNFRSF14_4,TNFSF14_TNFRSF14_4,LIGHT,tnfsf14,tnfrsf11a,,,,,"KEGG: mmu04060","Secreted Signaling","tnfsf14 - tnfrsf11a"
TNFSF14_TNFRSF14_5,TNFSF14_TNFRSF14_5,LIGHT,tnfsf14,hdr,,,,,"KEGG: mmu04060","Secreted Signaling","tnfsf14 - hdr"
TNFSF14_TNFRSF14_6,TNFSF14_TNFRSF14_6,LIGHT,tnfsf14,tnfrsf1b,,,,,"KEGG: mmu04060","Secreted Signaling","tnfsf14 - tnfrsf1b"
TNFSF10_TNFRSF10B_1,TNFSF10_TNFRSF10B_1,TRAIL,tnfsf10,cd40,,,,,"KEGG: mmu04060","Secreted Signaling","tnfsf10 - cd40"
TNFSF10_TNFRSF10B_2,TNFSF10_TNFRSF10B_2,TRAIL,tnfsf10,tnfrsfa,,,,,"KEGG: mmu04060","Secreted Signaling","tnfsf10 - tnfrsfa"
TNFSF10_TNFRSF10B_3,TNFSF10_TNFRSF10B_3,TRAIL,tnfsf10,nradd,,,,,"KEGG: mmu04060","Secreted Signaling","tnfsf10 - nradd"
TNFSF10_TNFRSF10B_4,TNFSF10_TNFRSF10B_4,TRAIL,tnfsf10,tnfrsf11a,,,,,"KEGG: mmu04060","Secreted Signaling","tnfsf10 - tnfrsf11a"
TNFSF10_TNFRSF10B_5,TNFSF10_TNFRSF10B_5,TRAIL,tnfsf10,hdr,,,,,"KEGG: mmu04060","Secreted Signaling","tnfsf10 - hdr"
TNFSF10_TNFRSF10B_6,TNFSF10_TNFRSF10B_6,TRAIL,tnfsf10,tnfrsf1b,,,,,"KEGG: mmu04060","Secreted Signaling","tnfsf10 - tnfrsf1b"
EDA_EDAR,EDA_EDAR,EDA,eda,edar,,,,,"KEGG: mmu04060","Secreted Signaling","eda - edar"
NGF_NGFR_1,NGF_NGFR_1,NGF,ngfa,ngfrb,,,,,"KEGG: mmu04060","Secreted Signaling","ngfa - ngfrb"
NGF_NGFR_2,NGF_NGFR_2,NGF,ngfa,ngfra,,,,,"KEGG: mmu04060","Secreted Signaling","ngfa - ngfra"
NGF_NGFR_3,NGF_NGFR_3,NGF,ngfb,ngfrb,,,,,"KEGG: mmu04060","Secreted Signaling","ngfb - ngfrb"
NGF_NGFR_4,NGF_NGFR_4,NGF,ngfb,ngfra,,,,,"KEGG: mmu04060","Secreted Signaling","ngfb - ngfra"
TNFSF11_TNFRSF11A_1,TNFSF11_TNFRSF11A_1,RANKL,tnfsf11,cd40,,,,,"KEGG: mmu04060","Secreted Signaling","tnfsf11 - cd40"
TNFSF11_TNFRSF11A_2,TNFSF11_TNFRSF11A_2,RANKL,tnfsf11,tnfrsfa,,,,,"KEGG: mmu04060","Secreted Signaling","tnfsf11 - tnfrsfa"
